key	locations	english	my	th	zh	km	lo	fr	de	es
UI_0317	components/FourPlayerMatchLobby.tsx:139 | components/GameEngagementMenu.tsx:25 | components/games/Carrom.tsx:1358 | components/games/Checkers.tsx:815 | components/games/ChessGame.tsx:840 | components/games/PoolGame.tsx:1618 | components/games/SnookerGame.tsx:1652 | components/games/TicTacToeGame.tsx:693	Select engagement mode								
UI_0318	components/FourPlayerMatchLobby.tsx:143	✓ Ready								
UI_0319	components/FourPlayerMatchLobby.tsx:143	Copied ✓								
UI_0320	components/FourPlayerMatchLobby.tsx:143 | components/games/Carrom.tsx:1584 | components/games/Checkers.tsx:985 | components/games/PoolGame.tsx:1779 | components/games/SnookerGame.tsx:1815	Copy								
UI_0321	components/FourPlayerMatchLobby.tsx:143	enter match								
UI_0322	components/FourPlayerMatchLobby.tsx:143 | components/games/Carrom.tsx:1484 | components/games/Checkers.tsx:926 | components/games/ChessGame.tsx:953 | components/games/PoolGame.tsx:1753 | components/games/SnookerGame.tsx:1788 | components/games/TicTacToeGame.tsx:805 | components/games/UnoGame.tsx:772	Enter Match								
UI_0323	components/FourPlayerMatchLobby.tsx:143	Invite up to three friends from Chat, or let them enter this code.								
UI_0324	components/FourPlayerMatchLobby.tsx:143	Leave lobby								
UI_0325	components/FourPlayerMatchLobby.tsx:143	Matched								
UI_0326	components/FourPlayerMatchLobby.tsx:143	of 4 players joined — accepted invitations enter this same room.								
UI_0327	components/FourPlayerMatchLobby.tsx:143	Private Room								
UI_0328	components/FourPlayerMatchLobby.tsx:143	Quick Match								
UI_0329	components/FourPlayerMatchLobby.tsx:143 | components/games/Carrom.tsx:1490 | components/games/Checkers.tsx:932	searching								
UI_0330	components/FourPlayerMatchLobby.tsx:143	Waiting for players…								
UI_0331	components/FourPlayerMatchLobby.tsx:143	Waiting…								
UI_0332	components/FourPlayerMatchLobby.tsx:44	Could not join matchmaking.								
UI_0333	components/FourPlayerMatchLobby.tsx:45 | components/FourPlayerMatchLobby.tsx:57 | components/FourPlayerMatchLobby.tsx:69	Could not fund the match.								
UI_0334	components/FourPlayerMatchLobby.tsx:56	Could not create the room.								
UI_0335	components/FourPlayerMatchLobby.tsx:67	Could not join that room.								
UI_0336	components/FourPlayerMatchLobby.tsx:68	That code belongs to a different game.								
UI_0337	components/FourPlayerMatchLobby.tsx:81	Could not copy the room code. Please select it manually.								
UI_0338	components/GameEngagementMenu.tsx:29 | components/GamesTab.tsx:222 | components/ProfileTab.tsx:928 | components/SpinTab.tsx:133 | components/games/Carrom.tsx:1285 | components/games/Carrom.tsx:1291 | components/games/Carrom.tsx:1384 | components/games/Checkers.tsx:742 | components/games/Checkers.tsx:748 | components/games/Checkers.tsx:826 | components/games/ChessGame.tsx:769 | components/games/ChessGame.tsx:775 | components/games/ChessGame.tsx:851 | components/games/PoolGame.tsx:1555 | components/games/PoolGame.tsx:1560 | components/games/PoolGame.tsx:1632 | components/games/SnookerGame.tsx:1578 | components/games/SnookerGame.tsx:1584 | components/games/SnookerGame.tsx:1666 | components/games/TicTacToeGame.tsx:623 | components/games/TicTacToeGame.tsx:629 | components/games/TicTacToeGame.tsx:704 | components/games/UnoGame.tsx:708	PTS								
UI_0339	components/GameEngagementMenu.tsx:31 | components/games/Carrom.tsx:1392 | components/games/Checkers.tsx:834 | components/games/ChessGame.tsx:859 | components/games/PoolGame.tsx:1643 | components/games/SnookerGame.tsx:1677 | components/games/TicTacToeGame.tsx:712	matchmaking								
UI_0340	components/GameEngagementMenu.tsx:31	Ranked &amp; casual global								
UI_0341	components/GameEngagementMenu.tsx:36 | components/games/Carrom.tsx:1399 | components/games/Checkers.tsx:841 | components/games/ChessGame.tsx:866 | components/games/PoolGame.tsx:1654 | components/games/SnookerGame.tsx:1688 | components/games/TicTacToeGame.tsx:719	dns								
UI_0342	components/GameEngagementMenu.tsx:37 | components/games/Carrom.tsx:1405 | components/games/Checkers.tsx:847 | components/games/ChessGame.tsx:872 | components/games/PoolGame.tsx:1662 | components/games/SnookerGame.tsx:1696 | components/games/TicTacToeGame.tsx:725	Create room code								
UI_0343	components/GameEngagementMenu.tsx:39 | components/games/Carrom.tsx:1418 | components/games/Checkers.tsx:860 | components/games/ChessGame.tsx:885 | components/games/PoolGame.tsx:1683 | components/games/SnookerGame.tsx:1717 | components/games/TicTacToeGame.tsx:738	Local device								
UI_0344	components/GameEngagementMenu.tsx:39	Pass &amp; Play								
UI_0345	components/GameEngagementMenu.tsx:42	ENTER CODE								
UI_0346	components/GameEngagementMenu.tsx:42	Enter room code								
UI_0347	components/GameEngagementMenu.tsx:42 | components/games/Carrom.tsx:1426 | components/games/Checkers.tsx:868 | components/games/ChessGame.tsx:893 | components/games/PoolGame.tsx:1691 | components/games/SnookerGame.tsx:1725 | components/games/TicTacToeGame.tsx:746	vpn_key								
UI_0348	components/GameEngagementMenu.tsx:43 | components/games/Bingo.tsx:574 | components/games/BiometricOverride.tsx:185 | components/games/Checkers.tsx:1106 | components/games/GlitchDeck.tsx:90 | components/games/NexusBreach.tsx:95	Exit Arena								
UI_0349	components/GameEngagementMenu.tsx:43 | components/ProfileTab.tsx:825 | components/ProfileTab.tsx:826 | components/games/Carrom.tsx:1447 | components/games/Checkers.tsx:889 | components/games/ChessGame.tsx:914 | components/games/PoolGame.tsx:1715 | components/games/SnookerGame.tsx:1749 | components/games/TicTacToeGame.tsx:767	logout								
UI_0350	components/GamePlayer.tsx:114	Game Not Found								
UI_0351	components/GamePlayer.tsx:115	Unable to launch game slug:								
UI_0352	components/GamePlayer.tsx:120 | components/GamePlayer.tsx:160	Back to Arcade								
UI_0353	components/GamePlayer.tsx:134	Playing								
UI_0354	components/GamePlayer.tsx:151	Game Player								
UI_0355	components/GamePlayer.tsx:160	Game unavailable								
UI_0356	components/GamePlayer.tsx:160	This game is currently being tested in the staging arcade.								
UI_0357	components/games/BigTwoGame.tsx:207 | components/games/LudoGame.tsx:145	Bot resolver error: ${error.message}								
UI_0358	components/games/BigTwoGame.tsx:276	Your opening play must include 3♦.								
UI_0359	components/games/BigTwoGame.tsx:278	Your turn — ${lastAction} Beat it or pass.								
UI_0360	components/games/BigTwoGame.tsx:279	Your turn. Lead the new trick.								
UI_0361	components/games/BigTwoGame.tsx:281	${lastAction} ${displayedNames[displayTurn] || "Player"}'s turn.								
UI_0362	components/games/BigTwoGame.tsx:282	${displayedNames[displayTurn] || "Player"}'s turn.								
UI_0363	components/games/BigTwoGame.tsx:293	${playerNames[starter]} has 3♦ and starts.								
UI_0364	components/games/BigTwoGame.tsx:293	You have 3♦. Lead the first trick.								
UI_0365	components/games/BigTwoGame.tsx:294	${playerNames[player]} played ${value.label}.								
UI_0366	components/games/BigTwoGame.tsx:294	${playerNames[player]} wins!								
UI_0367	components/games/BigTwoGame.tsx:294 | components/games/BlockPuzzleGame.tsx:475 | components/games/WordBoxGame.tsx:570	You win!								
UI_0368	components/games/BigTwoGame.tsx:296	${playerNames[currentPlay.player]} controls the new trick.								
UI_0369	components/games/BigTwoGame.tsx:296	${playerNames[player]} passed.								
UI_0370	components/games/BigTwoGame.tsx:333	Select a valid hand that beats the table.								
UI_0371	components/games/BigTwoGame.tsx:333	Your opening play must be valid and include 3♦.								
UI_0372	components/games/BigTwoGame.tsx:335	Waiting for the shared Big Two deal…								
UI_0373	components/games/BigTwoGame.tsx:338 | components/games/BlockPuzzleGame.tsx:431 | components/games/BlockPuzzleGame.tsx:492 | components/games/CupPong.tsx:2775 | components/games/DominoesGame.tsx:1541 | components/games/FourInARow.tsx:470 | components/games/Game2048.tsx:254 | components/games/LudoGame.tsx:384 | components/games/SudokuGame.tsx:713 | components/games/WordBoxGame.tsx:437 | components/games/WordBoxGame.tsx:484	Back to Arcade Hub								
UI_0374	components/games/BigTwoGame.tsx:338	BIG TWO								
UI_0375	components/games/BigTwoGame.tsx:338	Classic · 4 Players								
UI_0376	components/games/BigTwoGame.tsx:338	How to play Big Two								
UI_0377	components/games/BigTwoGame.tsx:357	${playerNames[turn] || "Player"}'s turn								
UI_0378	components/games/BigTwoGame.tsx:357	s ·								
UI_0379	components/games/BigTwoGame.tsx:357 | components/games/DominoesGame.tsx:1660 | components/games/Monopoly.tsx:765	Your turn								
UI_0380	components/games/BigTwoGame.tsx:359	· Free lead								
UI_0381	components/games/BigTwoGame.tsx:359	${playerNames[currentPlay.player]} · ${currentPlay.value.label}${freeLead ? " · Free lead" : ""}								
UI_0382	components/games/BigTwoGame.tsx:359	New trick — any valid combination								
UI_0383	components/games/BigTwoGame.tsx:365	PASS								
UI_0384	components/games/BigTwoGame.tsx:367	CALL 1 CARD								
UI_0385	components/games/BigTwoGame.tsx:368	✓ 1 CARD CALLED								
UI_0386	components/games/BigTwoGame.tsx:371	Tap cards to select								
UI_0387	components/games/BigTwoGame.tsx:371	Your hand ·								
UI_0388	components/games/BigTwoGame.tsx:377	3 is lowest and 2 is highest. Suits are ♦, ♣, ♥, ♠ from low to high.								
UI_0389	components/games/BigTwoGame.tsx:377	Beat the table								
UI_0390	components/games/BigTwoGame.tsx:377	Card order								
UI_0391	components/games/BigTwoGame.tsx:377	Classic Big Two								
UI_0392	components/games/BigTwoGame.tsx:377	Empty your hand								
UI_0393	components/games/BigTwoGame.tsx:377 | components/games/Bingo.tsx:659 | components/games/BlockPuzzleGame.tsx:418 | components/games/CupPong.tsx:3146 | components/games/DominoesGame.tsx:1893 | components/games/FourInARow.tsx:691 | components/games/Game2048.tsx:306 | components/games/LudoGame.tsx:600 | components/games/SudokuGame.tsx:984 | components/games/WordBoxGame.tsx:423	Got It — Let&apos;s Play								
UI_0394	components/games/BigTwoGame.tsx:377 | components/games/Bingo.tsx:613 | components/games/BlockPuzzleGame.tsx:370 | components/games/CupPong.tsx:3099 | components/games/DominoesGame.tsx:1845 | components/games/FourInARow.tsx:644 | components/games/Game2048.tsx:302 | components/games/LudoGame.tsx:574 | components/games/SudokuGame.tsx:958 | components/games/WordBoxGame.tsx:375	How to Play								
UI_0395	components/games/BigTwoGame.tsx:377	Match the number of cards. Five-card hands rank: straight, flush, full house, four of a kind, straight flush.								
UI_0396	components/games/BigTwoGame.tsx:377	Opening play								
UI_0397	components/games/BigTwoGame.tsx:377	Pass and reset								
UI_0398	components/games/BigTwoGame.tsx:377	Play a single, pair, triple, or five cards: straight, flush, full house, four of a kind plus one, or straight flush.								
UI_0399	components/games/BigTwoGame.tsx:377	The first player to play all 13 cards wins.								
UI_0400	components/games/BigTwoGame.tsx:377	The player holding 3♦ starts and must include it in the first play.								
UI_0401	components/games/BigTwoGame.tsx:377	Valid plays								
UI_0402	components/games/BigTwoGame.tsx:377	You may pass. After all three opponents pass, the last player starts a new trick with any valid play.								
UI_0403	components/games/BigTwoGame.tsx:378	${winnerName || playerNames[winner] || "Player"} Wins								
UI_0404	components/games/BigTwoGame.tsx:378	Big Two complete								
UI_0405	components/games/BigTwoGame.tsx:378	Excellent play — you cleared your hand first.								
UI_0406	components/games/BigTwoGame.tsx:378 | components/games/LudoGame.tsx:608	Exit to Arcade								
UI_0407	components/games/BigTwoGame.tsx:378 | components/games/Bingo.tsx:574 | components/games/BlockPuzzleGame.tsx:592 | components/games/Checkers.tsx:1107 | components/games/CupPong.tsx:3200 | components/games/DominoesGame.tsx:1951 | components/games/Game2048.tsx:312 | components/games/LudoGame.tsx:608 | components/games/TicTacToeGame.tsx:1017 | components/games/WordBoxGame.tsx:572	Play Again								
UI_0408	components/games/BigTwoGame.tsx:378	The match has ended. Ready for another round?								
UI_0409	components/games/BigTwoGame.tsx:378 | components/games/DominoesGame.tsx:1912 | components/games/Game2048.tsx:312 | components/games/LudoGame.tsx:608	You Win!								
UI_0410	components/games/BigTwoGame.tsx:40	Single								
UI_0411	components/games/BigTwoGame.tsx:42 | components/games/ShanKoeMeeGame.tsx:36	Pair								
UI_0412	components/games/BigTwoGame.tsx:43	Triple								
UI_0413	components/games/BigTwoGame.tsx:48	Straight Flush								
UI_0414	components/games/BigTwoGame.tsx:49	Four of a Kind								
UI_0415	components/games/BigTwoGame.tsx:50	Full House								
UI_0416	components/games/BigTwoGame.tsx:53	Flush								
UI_0417	components/games/BigTwoGame.tsx:58 | components/games/ShanKoeMeeGame.tsx:34	Straight								
UI_0418	components/games/Bingo.tsx:334	loading								
UI_0419	components/games/Bingo.tsx:335	Loading Bingo room								
UI_0420	components/games/Bingo.tsx:336 | components/games/Carrom.tsx:1348 | components/games/Carrom.tsx:1490 | components/games/Checkers.tsx:805 | components/games/Checkers.tsx:932 | components/games/PoolGame.tsx:1607 | components/games/SnookerGame.tsx:1641 | components/games/WordBoxGame.tsx:429	menu								
UI_0421	components/games/Bingo.tsx:345 | components/games/Bingo.tsx:580	Exit Game								
UI_0422	components/games/Bingo.tsx:351	BINGO SAFARI								
UI_0423	components/games/Bingo.tsx:354 | components/games/Bingo.tsx:607	Bingo Safari								
UI_0424	components/games/Bingo.tsx:354	Online Bingo Match								
UI_0425	components/games/Bingo.tsx:363	Start Bingo								
UI_0426	components/games/Bingo.tsx:377	Back to Bingo menu								
UI_0427	components/games/Bingo.tsx:377	Exit Bingo game								
UI_0428	components/games/Bingo.tsx:408	Auto Off								
UI_0429	components/games/Bingo.tsx:408	Auto On								
UI_0430	components/games/Bingo.tsx:414	How to play Bingo Safari								
UI_0431	components/games/Bingo.tsx:431	Balls are called every 5 seconds								
UI_0432	components/games/Bingo.tsx:432	Automatic caller is paused								
UI_0433	components/games/Bingo.tsx:444	Call Next Ball								
UI_0434	components/games/Bingo.tsx:456	Current Ball								
UI_0435	components/games/Bingo.tsx:461	&apos;s progress								
UI_0436	components/games/Bingo.tsx:461	Hidden								
UI_0437	components/games/Bingo.tsx:470	BINGO!								
UI_0438	components/games/Bingo.tsx:470	Your Lines: 0 / 1								
UI_0439	components/games/Bingo.tsx:471	Opponent:								
UI_0440	components/games/Bingo.tsx:497 | components/games/Bingo.tsx:520 | components/games/Bingo.tsx:540	FREE								
UI_0441	components/games/Bingo.tsx:562 | components/games/TicTacToeGame.tsx:1005	Match Result								
UI_0442	components/games/Bingo.tsx:565	BINGO! YOU WIN!								
UI_0443	components/games/Bingo.tsx:565	COMPUTER WINS BINGO!								
UI_0444	components/games/Bingo.tsx:565	OPPONENT WINS BINGO!								
UI_0445	components/games/Bingo.tsx:580 | components/games/TicTacToeGame.tsx:1023	Main Menu								
UI_0446	components/games/Bingo.tsx:621 | components/games/BlockPuzzleGame.tsx:378 | components/games/CupPong.tsx:3107 | components/games/DominoesGame.tsx:1853 | components/games/FourInARow.tsx:652 | components/games/Game2048.tsx:302 | components/games/LudoGame.tsx:577 | components/games/SudokuGame.tsx:961 | components/games/WordBoxGame.tsx:383	Close how to play								
UI_0447	components/games/Bingo.tsx:630	Watch the caller								
UI_0448	components/games/Bingo.tsx:630	When Auto is on, a new Bingo ball is called every 5 seconds.								
UI_0449	components/games/Bingo.tsx:631	Find the called number and tap its square. Uncalled numbers cannot be marked.								
UI_0450	components/games/Bingo.tsx:631	Mark your card								
UI_0451	components/games/Bingo.tsx:632	The center FREE square starts marked and counts toward every crossing line.								
UI_0452	components/games/Bingo.tsx:632	Use the free space								
UI_0453	components/games/Bingo.tsx:633	Call Bingo								
UI_0454	components/games/Bingo.tsx:633	Complete any row, column, or diagonal before your opponent.								
UI_0455	components/games/BiometricOverride.tsx:204	fingerprint								
UI_0456	components/games/BiometricOverride.tsx:207 | components/games/BiometricOverride.tsx:214 | components/games/NeuralDuel.tsx:113 | components/games/NeuralDuel.tsx:169 | components/games/NeuralDuel.tsx:181 | components/games/NeuralDuel.tsx:191 | components/games/NeuralDuel.tsx:217	idle								
UI_0457	components/games/BiometricOverride.tsx:208	Awaiting Inputs								
UI_0458	components/games/BiometricOverride.tsx:209 | components/games/BiometricOverride.tsx:216 | components/games/BiometricOverride.tsx:226	scanning								
UI_0459	components/games/BiometricOverride.tsx:210	Scanning Biometrics								
UI_0460	components/games/BiometricOverride.tsx:211	Target Locked								
UI_0461	components/games/BiometricOverride.tsx:215	Everyone place one finger on the screen to begin.								
UI_0462	components/games/BiometricOverride.tsx:217	Hold steady...								
UI_0463	components/games/BiometricOverride.tsx:218	Release all fingers to reset.								
UI_0464	components/games/BiometricOverride.tsx:241	selected								
UI_0465	components/games/BlockPuzzleGame.tsx:263	Battle started! Build combos to win.								
UI_0466	components/games/BlockPuzzleGame.tsx:263 | components/games/BlockPuzzleGame.tsx:474 | components/games/BlockPuzzleGame.tsx:513 | components/games/BlockPuzzleGame.tsx:532 | components/games/Carrom.tsx:1179 | components/games/Carrom.tsx:1519 | components/games/Carrom.tsx:1637 | components/games/Carrom.tsx:1670 | components/games/Checkers.tsx:940 | components/games/Checkers.tsx:941 | components/games/Checkers.tsx:997 | components/games/Checkers.tsx:1034 | components/games/Checkers.tsx:1100 | components/games/PoolGame.tsx:1797 | components/games/PoolGame.tsx:1890 | components/games/SnookerGame.tsx:1834 | components/games/SnookerGame.tsx:1952	bot								
UI_0467	components/games/BlockPuzzleGame.tsx:263	Choose a block, then tap the board.								
UI_0468	components/games/BlockPuzzleGame.tsx:310	Select one of the three blocks first.								
UI_0469	components/games/BlockPuzzleGame.tsx:314	That block does not fit there.								
UI_0470	components/games/BlockPuzzleGame.tsx:330	${result.lines} line${result.lines > 1 ? "s" : ""} cleared! +${gained}								
UI_0471	components/games/BlockPuzzleGame.tsx:331	Block placed. +${gained}								
UI_0472	components/games/BlockPuzzleGame.tsx:336	No more moves.								
UI_0473	components/games/BlockPuzzleGame.tsx:364	Block Battle								
UI_0474	components/games/BlockPuzzleGame.tsx:387	Choose a block								
UI_0475	components/games/BlockPuzzleGame.tsx:387	Select one of the 3 shapes in your tray, then tap the board where you want its center placed.								
UI_0476	components/games/BlockPuzzleGame.tsx:388	Every square in the shape must fit inside the 8×8 board and cannot overlap an occupied square.								
UI_0477	components/games/BlockPuzzleGame.tsx:388	Find a valid space								
UI_0478	components/games/BlockPuzzleGame.tsx:389	Clear complete lines								
UI_0479	components/games/BlockPuzzleGame.tsx:389	Fill an entire row or column to clear it. A move can clear several lines at once.								
UI_0480	components/games/BlockPuzzleGame.tsx:390	Build your score								
UI_0481	components/games/BlockPuzzleGame.tsx:390	Placed squares earn points. Cleared lines and multi-line combos award large bonuses.								
UI_0482	components/games/BlockPuzzleGame.tsx:391	Each selected shape is used once. After all 3 are placed, a new tray appears.								
UI_0483	components/games/BlockPuzzleGame.tsx:391	Use all 3 shapes								
UI_0484	components/games/BlockPuzzleGame.tsx:392	Battle lasts 90 seconds. The computer uses its own visible board and tray, makes legal placements, clears real lines, and earns real points.								
UI_0485	components/games/BlockPuzzleGame.tsx:392	Watch the live battle								
UI_0486	components/games/BlockPuzzleGame.tsx:452 | components/games/BlockPuzzleGame.tsx:522	How to play Block Puzzle Battle								
UI_0487	components/games/BlockPuzzleGame.tsx:462	Block Puzzle Battle								
UI_0488	components/games/BlockPuzzleGame.tsx:463	Fill rows and columns, build combos, and beat the clock.								
UI_0489	components/games/BlockPuzzleGame.tsx:465	Solo High Score								
UI_0490	components/games/BlockPuzzleGame.tsx:466	Battle Computer								
UI_0491	components/games/BlockPuzzleGame.tsx:475	Draw!								
UI_0492	components/games/BlockPuzzleGame.tsx:475	Opponent wins								
UI_0493	components/games/BlockPuzzleGame.tsx:476	Game over								
UI_0494	components/games/BlockPuzzleGame.tsx:512	BLOCK BATTLE								
UI_0495	components/games/BlockPuzzleGame.tsx:537 | components/games/DominoesGame.tsx:1616 | components/games/DominoesGame.tsx:1661 | components/games/DominoesGame.tsx:1914 | components/games/Game2048.tsx:272 | components/games/Game2048.tsx:312	Computer								
UI_0496	components/games/BlockPuzzleGame.tsx:549	Live board								
UI_0497	components/games/BlockPuzzleGame.tsx:556	Best run								
UI_0498	components/games/BlockPuzzleGame.tsx:575	Row ${row + 1}, column ${col + 1}								
UI_0499	components/games/BlockPuzzleGame.tsx:597	@keyframes botBlockPop { 0% { transform: scale(0.55); opacity: 0.3; } 70% { transform: scale(1.12); opacity: 1; } 100% { transform: scale(1); opacity: 1; } }								
UI_0500	components/games/Carrom.tsx:1179 | components/games/Carrom.tsx:1502 | components/games/Carrom.tsx:1519 | components/games/Carrom.tsx:1637 | components/games/Carrom.tsx:1670 | components/games/Checkers.tsx:940 | components/games/Checkers.tsx:941 | components/games/Checkers.tsx:997 | components/games/Checkers.tsx:1034 | components/games/Checkers.tsx:1100 | components/games/PoolGame.tsx:1797 | components/games/SnookerGame.tsx:1834	online								
UI_0501	components/games/Carrom.tsx:1180	${activeRoleName} Aiming								
UI_0502	components/games/Carrom.tsx:1180	Your Shot								
UI_0503	components/games/Carrom.tsx:1181	Player ${turn} Aiming								
UI_0504	components/games/Carrom.tsx:1200 | components/games/Checkers.tsx:1015 | components/games/ChessGame.tsx:1088	BOT								
UI_0505	components/games/Carrom.tsx:1209 | components/games/Checkers.tsx:1047	P1								
UI_0506	components/games/Carrom.tsx:1215	smart_toy								
UI_0507	components/games/Carrom.tsx:1232 | components/games/Checkers.tsx:1029 | components/games/ChessGame.tsx:1063 | components/games/PoolGame.tsx:1868 | components/games/SnookerGame.tsx:1931 | components/games/TicTacToeGame.tsx:950	timer								
UI_0508	components/games/Carrom.tsx:1251 | components/games/Carrom.tsx:1640	top								
UI_0509	components/games/Carrom.tsx:1259	@keyframes confetti-fall { 0% { transform: translateY(-10vh) rotate(0deg) scale(1); opacity: 1; } 100% { transform: translateY(110vh) rotate(720deg) scale(0.7); opacity: 0; } } @keyframes slide-down { 0% { transform: translateY(-20px); opacity: 0; } 100% { transform: translateY(0); opacity: 1; } } .animate-slide-down { animation: slide-down 0.3s ease-out forwards; }								
UI_0510	components/games/Carrom.tsx:1277 | components/games/Checkers.tsx:734 | components/games/ChessGame.tsx:761 | components/games/PoolGame.tsx:1549 | components/games/SnookerGame.tsx:1570 | components/games/TicTacToeGame.tsx:615 | components/games/UnoGame.tsx:705	monetization_on								
UI_0511	components/games/Carrom.tsx:1281 | components/games/Checkers.tsx:738 | components/games/ChessGame.tsx:765 | components/games/PoolGame.tsx:1552 | components/games/SnookerGame.tsx:1574 | components/games/TicTacToeGame.tsx:619 | components/games/UnoGame.tsx:707	Insufficient Points								
UI_0512	components/games/Carrom.tsx:1285	to play an online Carrom match.								
UI_0513	components/games/Carrom.tsx:1285 | components/games/Checkers.tsx:742 | components/games/ChessGame.tsx:769 | components/games/PoolGame.tsx:1555 | components/games/SnookerGame.tsx:1578 | components/games/TicTacToeGame.tsx:623 | components/games/UnoGame.tsx:708	You need								
UI_0514	components/games/Carrom.tsx:1289 | components/games/Checkers.tsx:746 | components/games/ChessGame.tsx:773 | components/games/PoolGame.tsx:1558 | components/games/SnookerGame.tsx:1582 | components/games/TicTacToeGame.tsx:627	Your Balance								
UI_0515	components/games/Carrom.tsx:1303 | components/games/Checkers.tsx:760 | components/games/ChessGame.tsx:787 | components/games/PoolGame.tsx:1571 | components/games/SnookerGame.tsx:1596 | components/games/TicTacToeGame.tsx:641	shopping_cart								
UI_0516	components/games/Carrom.tsx:1304 | components/games/Checkers.tsx:761 | components/games/ChessGame.tsx:788 | components/games/PoolGame.tsx:1572 | components/games/SnookerGame.tsx:1597 | components/games/TicTacToeGame.tsx:642 | components/games/UnoGame.tsx:711	Visit Store / Buy Points								
UI_0517	components/games/Carrom.tsx:1316 | components/games/Checkers.tsx:773 | components/games/ChessGame.tsx:800 | components/games/SnookerGame.tsx:1609 | components/games/TicTacToeGame.tsx:654	💡 Tip: Claim free daily login rewards or earn points in local practice!								
UI_0518	components/games/Carrom.tsx:1357	Carrom Arena								
UI_0519	components/games/Carrom.tsx:1367 | components/games/Carrom.tsx:1508	Freestyle								
UI_0520	components/games/Carrom.tsx:1373 | components/games/Carrom.tsx:1514	Classic								
UI_0521	components/games/Carrom.tsx:1392 | components/games/Checkers.tsx:834 | components/games/ChessGame.tsx:859 | components/games/PoolGame.tsx:1643 | components/games/SnookerGame.tsx:1677 | components/games/TicTacToeGame.tsx:712	Ranked & casual global								
UI_0522	components/games/Carrom.tsx:1404 | components/games/Checkers.tsx:846 | components/games/ChessGame.tsx:871 | components/games/PoolGame.tsx:1661 | components/games/SnookerGame.tsx:1695 | components/games/TicTacToeGame.tsx:724	Host Match								
UI_0523	components/games/Carrom.tsx:1417 | components/games/Checkers.tsx:859 | components/games/ChessGame.tsx:884 | components/games/PoolGame.tsx:1682 | components/games/SnookerGame.tsx:1716 | components/games/TicTacToeGame.tsx:737 | components/games/TicTacToeGame.tsx:889	Pass & Play								
UI_0524	components/games/Carrom.tsx:1430 | components/games/Checkers.tsx:872 | components/games/ChessGame.tsx:897 | components/games/PoolGame.tsx:1695 | components/games/SnookerGame.tsx:1729 | components/games/TicTacToeGame.tsx:750	ENTER ROOM CODE...								
UI_0525	components/games/Carrom.tsx:1447 | components/games/Checkers.tsx:889 | components/games/ChessGame.tsx:914 | components/games/ChessGame.tsx:1026 | components/games/PoolGame.tsx:1715 | components/games/SnookerGame.tsx:1749 | components/games/TicTacToeGame.tsx:767	EXIT ARENA								
UI_0526	components/games/Carrom.tsx:1455 | components/games/Carrom.tsx:1490 | components/games/Checkers.tsx:897 | components/games/Checkers.tsx:932 | components/games/PoolGame.tsx:1721 | components/games/SnookerGame.tsx:1756	confirmed								
UI_0527	components/games/Carrom.tsx:1458 | components/games/Checkers.tsx:900 | components/games/ChessGame.tsx:927 | components/games/PoolGame.tsx:1724 | components/games/SnookerGame.tsx:1759 | components/games/TicTacToeGame.tsx:779	MATCH CONFIRMED								
UI_0528	components/games/Carrom.tsx:1478 | components/games/Checkers.tsx:920 | components/games/ChessGame.tsx:947 | components/games/CupPong.tsx:2893 | components/games/CupPong.tsx:3181 | components/games/PoolGame.tsx:1744 | components/games/SnookerGame.tsx:1779 | components/games/TicTacToeGame.tsx:599 | components/games/TicTacToeGame.tsx:799 | components/games/TicTacToeGame.tsx:955 | components/games/UnoGame.tsx:770	Player 2								
UI_0529	components/games/Carrom.tsx:1480 | components/games/Checkers.tsx:922 | components/games/ChessGame.tsx:949 | components/games/PoolGame.tsx:1746 | components/games/SnookerGame.tsx:1781 | components/games/TicTacToeGame.tsx:801	ELO								
UI_0530	components/games/Carrom.tsx:1480 | components/games/Checkers.tsx:922 | components/games/ChessGame.tsx:949 | components/games/PoolGame.tsx:1746 | components/games/SnookerGame.tsx:1781 | components/games/TicTacToeGame.tsx:801	Ranked •								
UI_0531	components/games/Carrom.tsx:1519	● ${gameRuleMode.toUpperCase()}								
UI_0532	components/games/Carrom.tsx:1519 | components/games/Checkers.tsx:941	Connecting...								
UI_0533	components/games/Carrom.tsx:1519 | components/games/Carrom.tsx:1563 | components/games/Carrom.tsx:1572 | components/games/Checkers.tsx:940 | components/games/Checkers.tsx:941 | components/games/Checkers.tsx:962 | components/games/Checkers.tsx:971 | components/games/PoolGame.tsx:1758 | components/games/PoolGame.tsx:1767 | components/games/SnookerGame.tsx:1794 | components/games/SnookerGame.tsx:1803	host								
UI_0534	components/games/Carrom.tsx:1519 | components/games/Carrom.tsx:1563 | components/games/Carrom.tsx:1569 | components/games/Checkers.tsx:940 | components/games/Checkers.tsx:941 | components/games/Checkers.tsx:962 | components/games/Checkers.tsx:968 | components/games/PoolGame.tsx:1758 | components/games/PoolGame.tsx:1764 | components/games/SnookerGame.tsx:1794 | components/games/SnookerGame.tsx:1800	join								
UI_0535	components/games/Carrom.tsx:1519 | components/games/Checkers.tsx:941	Local Mode								
UI_0536	components/games/Carrom.tsx:1529 | components/games/LiarsDice.tsx:295	volume_off								
